tag,mode,route,Z,A,threads,check,status,detail
v11.5.0.beta,patched-default,muonic_atom_helper,14,28,4,levels,PASS,off/default level array vs pristine
v11.5.0.beta,patched-default,muonic_atom_helper,14,28,4,d9,PASS,not enabled
v11.5.0.beta,patched-default,muonic_atom_helper,14,28,4,parity,PASS,digest=5c4cf476c61709608335e85ff56830bd9a233a6bbe22c98d3bf4a8081e250676 reference=5c4cf476c61709608335e85ff56830bd9a233a6bbe22c98d3bf4a8081e250676
v11.5.0.beta,patched-default,muonic_atom_helper,14,28,4,threads,PASS,sorted worker records vs one thread
v11.5.0.beta,enabled,muonic_atom_helper,14,28,1,events,PASS,events=1000
v11.5.0.beta,enabled,muonic_atom_helper,14,28,1,route,PASS,"rest=(0, 1) atomic_tracks=1000"
v11.5.0.beta,enabled,muonic_atom_helper,14,28,1,target,PASS,"material=['1', '1', '14', '28', '0x1p+0'] expected=(1, 1, 14, 28, 1.0)"
v11.5.0.beta,enabled,muonic_atom_helper,14,28,1,particles,PASS,particle table
v11.5.0.beta,enabled,muonic_atom_helper,14,28,1,config,PASS,"config=['mizuno2025', 'mudirac130', 'set', '0.5.1'] expected=['mizuno2025', 'mudirac130', 'set', '0.5.1']"
v11.5.0.beta,enabled,muonic_atom_helper,14,28,1,lookups,PASS,"rate zeff kshell checked for 14,28"
v11.5.0.beta,enabled,muonic_atom_helper,14,28,1,levels,PASS,levels=table:7 formula:6
v11.5.0.beta,enabled,muonic_atom_helper,14,28,1,d9,PASS,transitions table=3064 mixed=1000 formula=1668
v11.5.0.beta,enabled,muonic_atom_helper,14,28,1,parity,PASS,digest=3f53a8a398336995dd51b037f2217f19d8bb7f4615938bce63c411c16c126366 reference=3f53a8a398336995dd51b037f2217f19d8bb7f4615938bce63c411c16c126366
v11.5.0.beta,enabled,muonic_atom_helper,14,28,1,threads,PASS,one-thread reference
v11.5.0.beta,enabled,muonic_atom_helper,14,28,4,events,PASS,events=1000
v11.5.0.beta,enabled,muonic_atom_helper,14,28,4,route,PASS,"rest=(0, 1) atomic_tracks=1000"
v11.5.0.beta,enabled,muonic_atom_helper,14,28,4,target,PASS,"material=['1', '1', '14', '28', '0x1p+0'] expected=(1, 1, 14, 28, 1.0)"
v11.5.0.beta,enabled,muonic_atom_helper,14,28,4,particles,PASS,particle table
v11.5.0.beta,enabled,muonic_atom_helper,14,28,4,config,PASS,"config=['mizuno2025', 'mudirac130', 'set', '0.5.1'] expected=['mizuno2025', 'mudirac130', 'set', '0.5.1']"
v11.5.0.beta,enabled,muonic_atom_helper,14,28,4,lookups,PASS,"rate zeff kshell checked for 14,28"
v11.5.0.beta,enabled,muonic_atom_helper,14,28,4,levels,PASS,levels=table:7 formula:6
v11.5.0.beta,enabled,muonic_atom_helper,14,28,4,d9,PASS,transitions table=3064 mixed=1000 formula=1668
v11.5.0.beta,enabled,muonic_atom_helper,14,28,4,parity,PASS,digest=3f53a8a398336995dd51b037f2217f19d8bb7f4615938bce63c411c16c126366 reference=3f53a8a398336995dd51b037f2217f19d8bb7f4615938bce63c411c16c126366
v11.5.0.beta,enabled,muonic_atom_helper,14,28,4,threads,PASS,sorted worker records vs one thread
v11.5.0.beta,preserved,muonic_atom_helper,14,28,1,events,PASS,events=1000
v11.5.0.beta,preserved,muonic_atom_helper,14,28,1,route,PASS,"rest=(0, 1) atomic_tracks=1000"
v11.5.0.beta,preserved,muonic_atom_helper,14,28,1,target,PASS,"material=['1', '1', '14', '28', '0x1p+0'] expected=(1, 1, 14, 28, 1.0)"
v11.5.0.beta,preserved,muonic_atom_helper,14,28,1,particles,PASS,particle table
v11.5.0.beta,preserved,muonic_atom_helper,14,28,1,config,PASS,config=None expected=None
v11.5.0.beta,preserved,muonic_atom_helper,14,28,1,lookups,PASS,not enabled
v11.5.0.beta,preserved,muonic_atom_helper,14,28,1,levels,PASS,reference
v11.5.0.beta,preserved,muonic_atom_helper,14,28,1,d9,PASS,not enabled
v11.5.0.beta,preserved,muonic_atom_helper,14,28,1,parity,INFO,digest=5c4cf476c61709608335e85ff56830bd9a233a6bbe22c98d3bf4a8081e250676 reference=5c4cf476c61709608335e85ff56830bd9a233a6bbe22c98d3bf4a8081e250676
v11.5.0.beta,preserved,muonic_atom_helper,14,28,1,threads,PASS,one-thread reference
v11.5.0.beta,pristine,muonic_atom_helper,47,107,1,events,PASS,events=1000
v11.5.0.beta,pristine,muonic_atom_helper,47,107,1,route,PASS,"rest=(0, 1) atomic_tracks=1000"
v11.5.0.beta,pristine,muonic_atom_helper,47,107,1,target,PASS,"material=['1', '1', '47', '107', '0x1p+0'] expected=(1, 1, 47, 107, 1.0)"
v11.5.0.beta,pristine,muonic_atom_helper,47,107,1,particles,PASS,particle table
v11.5.0.beta,pristine,muonic_atom_helper,47,107,1,config,PASS,config=None expected=None
v11.5.0.beta,pristine,muonic_atom_helper,47,107,1,lookups,PASS,not enabled
v11.5.0.beta,pristine,muonic_atom_helper,47,107,1,levels,PASS,reference
v11.5.0.beta,pristine,muonic_atom_helper,47,107,1,d9,PASS,not enabled
v11.5.0.beta,pristine,muonic_atom_helper,47,107,1,parity,PASS,digest=649b6991d3c819e958327cb338308939cd4cf23242033dadc7bfa595c5c4698f reference=649b6991d3c819e958327cb338308939cd4cf23242033dadc7bfa595c5c4698f
v11.5.0.beta,pristine,muonic_atom_helper,47,107,1,threads,PASS,one-thread reference
v11.5.0.beta,pristine,muonic_atom_helper,47,107,4,events,PASS,events=1000
v11.5.0.beta,pristine,muonic_atom_helper,47,107,4,route,PASS,"rest=(0, 1) atomic_tracks=1000"
v11.5.0.beta,pristine,muonic_atom_helper,47,107,4,target,PASS,"material=['1', '1', '47', '107', '0x1p+0'] expected=(1, 1, 47, 107, 1.0)"
v11.5.0.beta,pristine,muonic_atom_helper,47,107,4,particles,PASS,particle table
v11.5.0.beta,pristine,muonic_atom_helper,47,107,4,config,PASS,config=None expected=None
v11.5.0.beta,pristine,muonic_atom_helper,47,107,4,lookups,PASS,not enabled
v11.5.0.beta,pristine,muonic_atom_helper,47,107,4,levels,PASS,reference
v11.5.0.beta,pristine,muonic_atom_helper,47,107,4,d9,PASS,not enabled
v11.5.0.beta,pristine,muonic_atom_helper,47,107,4,parity,PASS,digest=649b6991d3c819e958327cb338308939cd4cf23242033dadc7bfa595c5c4698f reference=649b6991d3c819e958327cb338308939cd4cf23242033dadc7bfa595c5c4698f
v11.5.0.beta,pristine,muonic_atom_helper,47,107,4,threads,PASS,sorted worker records vs one thread
v11.5.0.beta,patched-off,muonic_atom_helper,47,107,1,events,PASS,events=1000
v11.5.0.beta,patched-off,muonic_atom_helper,47,107,1,route,PASS,"rest=(0, 1) atomic_tracks=1000"
v11.5.0.beta,patched-off,muonic_atom_helper,47,107,1,target,PASS,"material=['1', '1', '47', '107', '0x1p+0'] expected=(1, 1, 47, 107, 1.0)"
v11.5.0.beta,patched-off,muonic_atom_helper,47,107,1,particles,PASS,particle table
v11.5.0.beta,patched-off,muonic_atom_helper,47,107,1,config,PASS,"config=['compiled', 'compiled', 'none', 'none'] expected=['compiled', 'compiled', 'none', 'none']"
v11.5.0.beta,patched-off,muonic_atom_helper,47,107,1,lookups,PASS,not enabled
v11.5.0.beta,patched-off,muonic_atom_helper,47,107,1,levels,PASS,off/default level array vs pristine
v11.5.0.beta,patched-off,muonic_atom_helper,47,107,1,d9,PASS,not enabled
v11.5.0.beta,patched-off,muonic_atom_helper,47,107,1,parity,PASS,digest=649b6991d3c819e958327cb338308939cd4cf23242033dadc7bfa595c5c4698f reference=649b6991d3c819e958327cb338308939cd4cf23242033dadc7bfa595c5c4698f
v11.5.0.beta,patched-off,muonic_atom_helper,47,107,1,threads,PASS,one-thread reference
v11.5.0.beta,patched-off,muonic_atom_helper,47,107,4,events,PASS,events=1000
v11.5.0.beta,patched-off,muonic_atom_helper,47,107,4,route,PASS,"rest=(0, 1) atomic_tracks=1000"
v11.5.0.beta,patched-off,muonic_atom_helper,47,107,4,target,PASS,"material=['1', '1', '47', '107', '0x1p+0'] expected=(1, 1, 47, 107, 1.0)"
v11.5.0.beta,patched-off,muonic_atom_helper,47,107,4,particles,PASS,particle table
v11.5.0.beta,patched-off,muonic_atom_helper,47,107,4,config,PASS,"config=['compiled', 'compiled', 'none', 'none'] expected=['compiled', 'compiled', 'none', 'none']"
v11.5.0.beta,patched-off,muonic_atom_helper,47,107,4,lookups,PASS,not enabled
v11.5.0.beta,patched-off,muonic_atom_helper,47,107,4,levels,PASS,off/default level array vs pristine
v11.5.0.beta,patched-off,muonic_atom_helper,47,107,4,d9,PASS,not enabled
v11.5.0.beta,patched-off,muonic_atom_helper,47,107,4,parity,PASS,digest=649b6991d3c819e958327cb338308939cd4cf23242033dadc7bfa595c5c4698f reference=649b6991d3c819e958327cb338308939cd4cf23242033dadc7bfa595c5c4698f
v11.5.0.beta,patched-off,muonic_atom_helper,47,107,4,threads,PASS,sorted worker records vs one thread
v11.5.0.beta,patched-default,muonic_atom_helper,47,107,1,events,PASS,events=1000
v11.5.0.beta,patched-default,muonic_atom_helper,47,107,1,route,PASS,"rest=(0, 1) atomic_tracks=1000"
v11.5.0.beta,patched-default,muonic_atom_helper,47,107,1,target,PASS,"material=['1', '1', '47', '107', '0x1p+0'] expected=(1, 1, 47, 107, 1.0)"
v11.5.0.beta,patched-default,muonic_atom_helper,47,107,1,particles,PASS,particle table
v11.5.0.beta,patched-default,muonic_atom_helper,47,107,1,config,PASS,"config=['parity', 'compiled', 'set', '0.5.1'] expected=['parity', 'compiled', 'set', '0.5.1']"
v11.5.0.beta,patched-default,muonic_atom_helper,47,107,1,lookups,PASS,not enabled
v11.5.0.beta,patched-default,muonic_atom_helper,47,107,1,levels,PASS,off/default level array vs pristine
v11.5.0.beta,patched-default,muonic_atom_helper,47,107,1,d9,PASS,not enabled
v11.5.0.beta,patched-default,muonic_atom_helper,47,107,1,parity,PASS,digest=649b6991d3c819e958327cb338308939cd4cf23242033dadc7bfa595c5c4698f reference=649b6991d3c819e958327cb338308939cd4cf23242033dadc7bfa595c5c4698f
v11.5.0.beta,patched-default,muonic_atom_helper,47,107,1,threads,PASS,one-thread reference
v11.5.0.beta,patched-default,muonic_atom_helper,47,107,4,events,PASS,events=1000
v11.5.0.beta,patched-default,muonic_atom_helper,47,107,4,route,PASS,"rest=(0, 1) atomic_tracks=1000"
v11.5.0.beta,patched-default,muonic_atom_helper,47,107,4,target,PASS,"material=['1', '1', '47', '107', '0x1p+0'] expected=(1, 1, 47, 107, 1.0)"
v11.5.0.beta,patched-default,muonic_atom_helper,47,107,4,particles,PASS,particle table
v11.5.0.beta,patched-default,muonic_atom_helper,47,107,4,config,PASS,"config=['parity', 'compiled', 'set', '0.5.1'] expected=['parity', 'compiled', 'set', '0.5.1']"
v11.5.0.beta,patched-default,muonic_atom_helper,47,107,4,lookups,PASS,not enabled
v11.5.0.beta,patched-default,muonic_atom_helper,47,107,4,levels,PASS,off/default level array vs pristine
v11.5.0.beta,patched-default,muonic_atom_helper,47,107,4,d9,PASS,not enabled
v11.5.0.beta,patched-default,muonic_atom_helper,47,107,4,parity,PASS,digest=649b6991d3c819e958327cb338308939cd4cf23242033dadc7bfa595c5c4698f reference=649b6991d3c819e958327cb338308939cd4cf23242033dadc7bfa595c5c4698f
v11.5.0.beta,patched-default,muonic_atom_helper,47,107,4,threads,PASS,sorted worker records vs one thread
v11.5.0.beta,enabled,muonic_atom_helper,47,107,1,events,PASS,events=1000
v11.5.0.beta,enabled,muonic_atom_helper,47,107,1,route,PASS,"rest=(0, 1) atomic_tracks=1000"
v11.5.0.beta,enabled,muonic_atom_helper,47,107,1,target,PASS,"material=['1', '1', '47', '107', '0x1p+0'] expected=(1, 1, 47, 107, 1.0)"
v11.5.0.beta,enabled,muonic_atom_helper,47,107,1,particles,PASS,particle table
v11.5.0.beta,enabled,muonic_atom_helper,47,107,1,config,PASS,"config=['mizuno2025', 'mudirac130', 'set', '0.5.1'] expected=['mizuno2025', 'mudirac130', 'set', '0.5.1']"
v11.5.0.beta,enabled,muonic_atom_helper,47,107,1,lookups,PASS,"rate zeff kshell checked for 47,107"
v11.5.0.beta,enabled,muonic_atom_helper,47,107,1,levels,PASS,levels=table:7 formula:6
v11.5.0.beta,enabled,muonic_atom_helper,47,107,1,d9,PASS,transitions table=2826 mixed=1000 formula=1279
v11.5.0.beta,enabled,muonic_atom_helper,47,107,1,parity,PASS,digest=2fc32a2c84c32485f277392011fb2cc4d7710a39811ab2d80f4eb3d3beb92a10 reference=2fc32a2c84c32485f277392011fb2cc4d7710a39811ab2d80f4eb3d3beb92a10
v11.5.0.beta,enabled,muonic_atom_helper,47,107,1,threads,PASS,one-thread reference
v11.5.0.beta,enabled,muonic_atom_helper,47,107,4,events,PASS,events=1000
v11.5.0.beta,enabled,muonic_atom_helper,47,107,4,route,PASS,"rest=(0, 1) atomic_tracks=1000"
v11.5.0.beta,enabled,muonic_atom_helper,47,107,4,target,PASS,"material=['1', '1', '47', '107', '0x1p+0'] expected=(1, 1, 47, 107, 1.0)"
v11.5.0.beta,enabled,muonic_atom_helper,47,107,4,particles,PASS,particle table
v11.5.0.beta,enabled,muonic_atom_helper,47,107,4,config,PASS,"config=['mizuno2025', 'mudirac130', 'set', '0.5.1'] expected=['mizuno2025', 'mudirac130', 'set', '0.5.1']"
v11.5.0.beta,enabled,muonic_atom_helper,47,107,4,lookups,PASS,"rate zeff kshell checked for 47,107"
v11.5.0.beta,enabled,muonic_atom_helper,47,107,4,levels,PASS,levels=table:7 formula:6
v11.5.0.beta,enabled,muonic_atom_helper,47,107,4,d9,PASS,transitions table=2826 mixed=1000 formula=1279
v11.5.0.beta,enabled,muonic_atom_helper,47,107,4,parity,PASS,digest=2fc32a2c84c32485f277392011fb2cc4d7710a39811ab2d80f4eb3d3beb92a10 reference=2fc32a2c84c32485f277392011fb2cc4d7710a39811ab2d80f4eb3d3beb92a10
v11.5.0.beta,enabled,muonic_atom_helper,47,107,4,threads,PASS,sorted worker records vs one thread
v11.5.0.beta,preserved,muonic_atom_helper,47,107,1,events,PASS,events=1000
v11.5.0.beta,preserved,muonic_atom_helper,47,107,1,route,PASS,"rest=(0, 1) atomic_tracks=1000"
v11.5.0.beta,preserved,muonic_atom_helper,47,107,1,target,PASS,"material=['1', '1', '47', '107', '0x1p+0'] expected=(1, 1, 47, 107, 1.0)"
v11.5.0.beta,preserved,muonic_atom_helper,47,107,1,particles,PASS,particle table
v11.5.0.beta,preserved,muonic_atom_helper,47,107,1,config,PASS,config=None expected=None
v11.5.0.beta,preserved,muonic_atom_helper,47,107,1,lookups,PASS,not enabled
v11.5.0.beta,preserved,muonic_atom_helper,47,107,1,levels,PASS,reference
v11.5.0.beta,preserved,muonic_atom_helper,47,107,1,d9,PASS,not enabled
v11.5.0.beta,preserved,muonic_atom_helper,47,107,1,parity,INFO,digest=649b6991d3c819e958327cb338308939cd4cf23242033dadc7bfa595c5c4698f reference=649b6991d3c819e958327cb338308939cd4cf23242033dadc7bfa595c5c4698f
v11.5.0.beta,preserved,muonic_atom_helper,47,107,1,threads,PASS,one-thread reference
v11.5.0.beta,pristine,muonic_atom_helper,82,208,1,events,PASS,events=1000
v11.5.0.beta,pristine,muonic_atom_helper,82,208,1,route,PASS,"rest=(0, 1) atomic_tracks=1000"
v11.5.0.beta,pristine,muonic_atom_helper,82,208,1,target,PASS,"material=['1', '1', '82', '208', '0x1p+0'] expected=(1, 1, 82, 208, 1.0)"
v11.5.0.beta,pristine,muonic_atom_helper,82,208,1,particles,PASS,particle table
v11.5.0.beta,pristine,muonic_atom_helper,82,208,1,config,PASS,config=None expected=None
v11.5.0.beta,pristine,muonic_atom_helper,82,208,1,lookups,PASS,not enabled
v11.5.0.beta,pristine,muonic_atom_helper,82,208,1,levels,PASS,reference
v11.5.0.beta,pristine,muonic_atom_helper,82,208,1,d9,PASS,not enabled
v11.5.0.beta,pristine,muonic_atom_helper,82,208,1,parity,PASS,digest=776feec1102cb2874f7b6c48ab05bc7d92ffe698c7916962060ec56cb9899379 reference=776feec1102cb2874f7b6c48ab05bc7d92ffe698c7916962060ec56cb9899379
v11.5.0.beta,pristine,muonic_atom_helper,82,208,1,threads,PASS,one-thread reference
v11.5.0.beta,pristine,muonic_atom_helper,82,208,4,events,PASS,events=1000
v11.5.0.beta,pristine,muonic_atom_helper,82,208,4,route,PASS,"rest=(0, 1) atomic_tracks=1000"
v11.5.0.beta,pristine,muonic_atom_helper,82,208,4,target,PASS,"material=['1', '1', '82', '208', '0x1p+0'] expected=(1, 1, 82, 208, 1.0)"
v11.5.0.beta,pristine,muonic_atom_helper,82,208,4,particles,PASS,particle table
v11.5.0.beta,pristine,muonic_atom_helper,82,208,4,config,PASS,config=None expected=None
v11.5.0.beta,pristine,muonic_atom_helper,82,208,4,lookups,PASS,not enabled
v11.5.0.beta,pristine,muonic_atom_helper,82,208,4,levels,PASS,reference
v11.5.0.beta,pristine,muonic_atom_helper,82,208,4,d9,PASS,not enabled
v11.5.0.beta,pristine,muonic_atom_helper,82,208,4,parity,PASS,digest=776feec1102cb2874f7b6c48ab05bc7d92ffe698c7916962060ec56cb9899379 reference=776feec1102cb2874f7b6c48ab05bc7d92ffe698c7916962060ec56cb9899379
v11.5.0.beta,pristine,muonic_atom_helper,82,208,4,threads,PASS,sorted worker records vs one thread
v11.5.0.beta,patched-off,muonic_atom_helper,82,208,1,events,PASS,events=1000
v11.5.0.beta,patched-off,muonic_atom_helper,82,208,1,route,PASS,"rest=(0, 1) atomic_tracks=1000"
v11.5.0.beta,patched-off,muonic_atom_helper,82,208,1,target,PASS,"material=['1', '1', '82', '208', '0x1p+0'] expected=(1, 1, 82, 208, 1.0)"
v11.5.0.beta,patched-off,muonic_atom_helper,82,208,1,particles,PASS,particle table
v11.5.0.beta,patched-off,muonic_atom_helper,82,208,1,config,PASS,"config=['compiled', 'compiled', 'none', 'none'] expected=['compiled', 'compiled', 'none', 'none']"
v11.5.0.beta,patched-off,muonic_atom_helper,82,208,1,lookups,PASS,not enabled
v11.5.0.beta,patched-off,muonic_atom_helper,82,208,1,levels,PASS,off/default level array vs pristine
v11.5.0.beta,patched-off,muonic_atom_helper,82,208,1,d9,PASS,not enabled
v11.5.0.beta,patched-off,muonic_atom_helper,82,208,1,parity,PASS,digest=776feec1102cb2874f7b6c48ab05bc7d92ffe698c7916962060ec56cb9899379 reference=776feec1102cb2874f7b6c48ab05bc7d92ffe698c7916962060ec56cb9899379
v11.5.0.beta,patched-off,muonic_atom_helper,82,208,1,threads,PASS,one-thread reference
v11.5.0.beta,patched-off,muonic_atom_helper,82,208,4,events,PASS,events=1000
v11.5.0.beta,patched-off,muonic_atom_helper,82,208,4,route,PASS,"rest=(0, 1) atomic_tracks=1000"
v11.5.0.beta,patched-off,muonic_atom_helper,82,208,4,target,PASS,"material=['1', '1', '82', '208', '0x1p+0'] expected=(1, 1, 82, 208, 1.0)"
v11.5.0.beta,patched-off,muonic_atom_helper,82,208,4,particles,PASS,particle table
v11.5.0.beta,patched-off,muonic_atom_helper,82,208,4,config,PASS,"config=['compiled', 'compiled', 'none', 'none'] expected=['compiled', 'compiled', 'none', 'none']"
v11.5.0.beta,patched-off,muonic_atom_helper,82,208,4,lookups,PASS,not enabled
v11.5.0.beta,patched-off,muonic_atom_helper,82,208,4,levels,PASS,off/default level array vs pristine
v11.5.0.beta,patched-off,muonic_atom_helper,82,208,4,d9,PASS,not enabled
v11.5.0.beta,patched-off,muonic_atom_helper,82,208,4,parity,PASS,digest=776feec1102cb2874f7b6c48ab05bc7d92ffe698c7916962060ec56cb9899379 reference=776feec1102cb2874f7b6c48ab05bc7d92ffe698c7916962060ec56cb9899379
v11.5.0.beta,patched-off,muonic_atom_helper,82,208,4,threads,PASS,sorted worker records vs one thread
v11.5.0.beta,patched-default,muonic_atom_helper,82,208,1,events,PASS,events=1000
v11.5.0.beta,patched-default,muonic_atom_helper,82,208,1,route,PASS,"rest=(0, 1) atomic_tracks=1000"
v11.5.0.beta,patched-default,muonic_atom_helper,82,208,1,target,PASS,"material=['1', '1', '82', '208', '0x1p+0'] expected=(1, 1, 82, 208, 1.0)"
v11.5.0.beta,patched-default,muonic_atom_helper,82,208,1,particles,PASS,particle table
v11.5.0.beta,patched-default,muonic_atom_helper,82,208,1,config,PASS,"config=['parity', 'compiled', 'set', '0.5.1'] expected=['parity', 'compiled', 'set', '0.5.1']"
v11.5.0.beta,patched-default,muonic_atom_helper,82,208,1,lookups,PASS,not enabled
v11.5.0.beta,patched-default,muonic_atom_helper,82,208,1,levels,PASS,off/default level array vs pristine
v11.5.0.beta,patched-default,muonic_atom_helper,82,208,1,d9,PASS,not enabled
v11.5.0.beta,patched-default,muonic_atom_helper,82,208,1,parity,PASS,digest=776feec1102cb2874f7b6c48ab05bc7d92ffe698c7916962060ec56cb9899379 reference=776feec1102cb2874f7b6c48ab05bc7d92ffe698c7916962060ec56cb9899379
v11.5.0.beta,patched-default,muonic_atom_helper,82,208,1,threads,PASS,one-thread reference
v11.5.0.beta,patched-default,muonic_atom_helper,82,208,4,events,PASS,events=1000
v11.5.0.beta,patched-default,muonic_atom_helper,82,208,4,route,PASS,"rest=(0, 1) atomic_tracks=1000"
v11.5.0.beta,patched-default,muonic_atom_helper,82,208,4,target,PASS,"material=['1', '1', '82', '208', '0x1p+0'] expected=(1, 1, 82, 208, 1.0)"
v11.5.0.beta,patched-default,muonic_atom_helper,82,208,4,particles,PASS,particle table
v11.5.0.beta,patched-default,muonic_atom_helper,82,208,4,config,PASS,"config=['parity', 'compiled', 'set', '0.5.1'] expected=['parity', 'compiled', 'set', '0.5.1']"
v11.5.0.beta,patched-default,muonic_atom_helper,82,208,4,lookups,PASS,not enabled
v11.5.0.beta,patched-default,muonic_atom_helper,82,208,4,levels,PASS,off/default level array vs pristine
v11.5.0.beta,patched-default,muonic_atom_helper,82,208,4,d9,PASS,not enabled
v11.5.0.beta,patched-default,muonic_atom_helper,82,208,4,parity,PASS,digest=776feec1102cb2874f7b6c48ab05bc7d92ffe698c7916962060ec56cb9899379 reference=776feec1102cb2874f7b6c48ab05bc7d92ffe698c7916962060ec56cb9899379
v11.5.0.beta,patched-default,muonic_atom_helper,82,208,4,threads,PASS,sorted worker records vs one thread
v11.5.0.beta,enabled,muonic_atom_helper,82,208,1,events,PASS,events=1000
v11.5.0.beta,enabled,muonic_atom_helper,82,208,1,route,PASS,"rest=(0, 1) atomic_tracks=1000"
v11.5.0.beta,enabled,muonic_atom_helper,82,208,1,target,PASS,"material=['1', '1', '82', '208', '0x1p+0'] expected=(1, 1, 82, 208, 1.0)"
v11.5.0.beta,enabled,muonic_atom_helper,82,208,1,particles,PASS,particle table
v11.5.0.beta,enabled,muonic_atom_helper,82,208,1,config,PASS,"config=['mizuno2025', 'mudirac130', 'set', '0.5.1'] expected=['mizuno2025', 'mudirac130', 'set', '0.5.1']"
v11.5.0.beta,enabled,muonic_atom_helper,82,208,1,lookups,PASS,"rate zeff kshell checked for 82,208"
v11.5.0.beta,enabled,muonic_atom_helper,82,208,1,levels,PASS,levels=table:7 formula:6
v11.5.0.beta,enabled,muonic_atom_helper,82,208,1,d9,PASS,transitions table=2831 mixed=1000 formula=1274
v11.5.0.beta,enabled,muonic_atom_helper,82,208,1,parity,PASS,digest=5dd4e5481c7a675b100c1832f3aa5739a246368f57aebd18abe0507ba456a7fa reference=5dd4e5481c7a675b100c1832f3aa5739a246368f57aebd18abe0507ba456a7fa
v11.5.0.beta,enabled,muonic_atom_helper,82,208,1,threads,PASS,one-thread reference
v11.5.0.beta,enabled,muonic_atom_helper,82,208,4,events,PASS,events=1000
v11.5.0.beta,enabled,muonic_atom_helper,82,208,4,route,PASS,"rest=(0, 1) atomic_tracks=1000"
v11.5.0.beta,enabled,muonic_atom_helper,82,208,4,target,PASS,"material=['1', '1', '82', '208', '0x1p+0'] expected=(1, 1, 82, 208, 1.0)"
v11.5.0.beta,enabled,muonic_atom_helper,82,208,4,particles,PASS,particle table
v11.5.0.beta,enabled,muonic_atom_helper,82,208,4,config,PASS,"config=['mizuno2025', 'mudirac130', 'set', '0.5.1'] expected=['mizuno2025', 'mudirac130', 'set', '0.5.1']"
v11.5.0.beta,enabled,muonic_atom_helper,82,208,4,lookups,PASS,"rate zeff kshell checked for 82,208"
v11.5.0.beta,enabled,muonic_atom_helper,82,208,4,levels,PASS,levels=table:7 formula:6
v11.5.0.beta,enabled,muonic_atom_helper,82,208,4,d9,PASS,transitions table=2831 mixed=1000 formula=1274
v11.5.0.beta,enabled,muonic_atom_helper,82,208,4,parity,PASS,digest=5dd4e5481c7a675b100c1832f3aa5739a246368f57aebd18abe0507ba456a7fa reference=5dd4e5481c7a675b100c1832f3aa5739a246368f57aebd18abe0507ba456a7fa
v11.5.0.beta,enabled,muonic_atom_helper,82,208,4,threads,PASS,sorted worker records vs one thread
v11.5.0.beta,preserved,muonic_atom_helper,82,208,1,events,PASS,events=1000
v11.5.0.beta,preserved,muonic_atom_helper,82,208,1,route,PASS,"rest=(0, 1) atomic_tracks=1000"
v11.5.0.beta,preserved,muonic_atom_helper,82,208,1,target,PASS,"material=['1', '1', '82', '208', '0x1p+0'] expected=(1, 1, 82, 208, 1.0)"
v11.5.0.beta,preserved,muonic_atom_helper,82,208,1,particles,PASS,particle table
v11.5.0.beta,preserved,muonic_atom_helper,82,208,1,config,PASS,config=None expected=None
v11.5.0.beta,preserved,muonic_atom_helper,82,208,1,lookups,PASS,not enabled
v11.5.0.beta,preserved,muonic_atom_helper,82,208,1,levels,PASS,reference
v11.5.0.beta,preserved,muonic_atom_helper,82,208,1,d9,PASS,not enabled
v11.5.0.beta,preserved,muonic_atom_helper,82,208,1,parity,INFO,digest=776feec1102cb2874f7b6c48ab05bc7d92ffe698c7916962060ec56cb9899379 reference=776feec1102cb2874f7b6c48ab05bc7d92ffe698c7916962060ec56cb9899379
v11.5.0.beta,preserved,muonic_atom_helper,82,208,1,threads,PASS,one-thread reference
v11.4.2,case,bound_decay,,,,P1,PASS,rc=0
v11.4.2,case,bound_decay,,,,P2,PASS,rc=0
v11.4.2,case,bound_decay,,,,P3,PASS,rc=0
v11.4.2,case,bound_decay,,,,P4,PASS,rc=0
v11.4.2,case,bound_decay,,,,P5,PASS,rc=0
v11.4.2,case,bound_decay,,,,P6,PASS,rc=0
v11.4.2,case,bound_decay,,,,P7,PASS,rc=0
v11.4.2,case,bound_decay,,,,P8,PASS,rc=0
v11.4.2,case,bound_decay,,,,P9,PASS,rc=0
v11.4.2,case,bound_decay,,,,P10,PASS,rc=-6
v11.4.2,case,bound_decay,,,,P11,PASS,rc=-6
v11.4.2,case,bound_decay,,,,P12,PASS,rc=-6
v11.4.2,case,bound_decay,,,,P13,PASS,rc=0
v11.5.0.beta,case,bound_decay,,,,P1,PASS,rc=0
v11.5.0.beta,case,bound_decay,,,,P2,PASS,rc=0
v11.5.0.beta,case,bound_decay,,,,P3,PASS,rc=0
v11.5.0.beta,case,bound_decay,,,,P4,PASS,rc=0
v11.5.0.beta,case,bound_decay,,,,P5,PASS,rc=0
v11.5.0.beta,case,bound_decay,,,,P6,PASS,rc=0
v11.5.0.beta,case,bound_decay,,,,P7,PASS,rc=0
v11.5.0.beta,case,bound_decay,,,,P8,PASS,rc=0
v11.5.0.beta,case,bound_decay,,,,P9,PASS,rc=0
v11.5.0.beta,case,bound_decay,,,,P10,PASS,rc=-6
v11.5.0.beta,case,bound_decay,,,,P11,PASS,rc=-6
v11.5.0.beta,case,bound_decay,,,,P12,PASS,rc=-6
